article_id,title,user,ip,vote,content,ip_datetime,ip_state,group
M.1638357037.A.FD5,Re: [新聞] 新女友？高嘉瑜男友飯店被捕 1長髮女陪伴,bokonon,111.71.215.42,推,有掛,111.71.215.42 12/01 20:55,Not Anonymous,16.0
M.1638357037.A.FD5,Re: [新聞] 新女友？高嘉瑜男友飯店被捕 1長髮女陪伴,vancepeng,111.71.212.152,→,笑死喔 真的好廢喔,111.71.212.152 12/01 22:48,Possible Proxy,16.0
M.1638359278.A.F20,[新聞] 挺身面對！高嘉瑜坦承有傳私密照「他要求,ch333,114.137.88.86,推,矮油,114.137.88.86 12/01 19:59,Not Anonymous,16.0
M.1638359610.A.436,[新聞] 高嘉瑜遭施暴1450出動？　前男友「小馬」,llgod,111.71.215.241,推,http://i.imgur.com/2wFi4uZ.jpg,111.71.215.241 12/01 20:19,Not Anonymous,16.0
M.1638365787.A.175,Re: [新聞] 高嘉瑜遭施暴1450出動？　前男友「小馬」,bokonon,111.71.215.42,推,我先推一個在說,111.71.215.42 12/01 21:38,Not Anonymous,16.0
M.1638367613.A.373,Re: [爆卦] 馬文鈺喪禮鬧場 高嘉瑜本人報警抓人,ch333,114.137.154.32,→,苦無都那麼久了 怎麼還沒找到,114.137.154.32 12/01 23:57,Not Anonymous,16.0
M.1638374874.A.3A4,[討論] 高嘉瑜是不是可以退黨了,dostey,12/02,推,不會 本質是個台派台女綠綠的!,12/02 00:11,no ip,16.0
M.1638375010.A.FE6,[新聞] 洗白林秉樞狂黑高嘉瑜 發文者本尊遭起底,c902112,223.139.170.56,推,民進洞附隨組織大腸花,223.139.170.56 12/02 06:59,Not Anonymous,16.0
M.1638378631.A.F1E,Re: [新聞] 高嘉瑜：剛交往時就被逼下跪 自責「覺得,Shibaba,111.71.215.246,→,是不是沒朋友才會把朋友間的幫忙講成工,111.71.215.246 12/02 01:30,Not Anonymous,16.0
M.1638378631.A.F1E,Re: [新聞] 高嘉瑜：剛交往時就被逼下跪 自責「覺得,Shibaba,111.71.215.246,→,具人啊== o’_’o,111.71.215.246 12/02 01:30,Not Anonymous,16.0
M.1638379488.A.1E0,[新聞] 洗白林秉樞狂黑高嘉瑜 發文者本尊遭起底,dostey,12/02,推,看到智障喊智障 真的是智障,12/02 02:11,no ip,16.0
M.1638400512.A.D63,[新聞] 林秉樞被收押再爆「高嘉瑜應該很開心啦,bokonon,111.71.215.42,推,超負荷先知,111.71.215.42 12/02 09:35,Not Anonymous,16.0
M.1638400512.A.D63,[新聞] 林秉樞被收押再爆「高嘉瑜應該很開心啦,vancepeng,111.71.212.152,推,民進黨不要再搞笑了好嗎 可悲,111.71.212.152 12/02 10:38,Possible Proxy,16.0
M.1638404922.A.2B5,[新聞] 高嘉瑜 小馬你們贏了  林秉樞5度道歉:放,ch333,114.137.43.91,推,看林這一波操作 我越來越同情+魚了,114.137.43.91 12/02 08:30,Not Anonymous,16.0
M.1638405258.A.422,[新聞] 高嘉瑜、小馬你們贏了， 林秉樞道歉,vancepeng,12/02,推,繼續啊 民進黨才是沙豬黨,12/02 11:49,no ip,16.0
M.1638414061.A.A08,Re: [新聞] 高嘉瑜：剛交往時就被逼下跪 自責「覺得,m4365,114.136.130.118,→,這是腦袋壞掉吧，根本洗腦高手,114.136.130.118 12/02 11:04,Not Anonymous,16.0
M.1638416023.A.58A,[新聞] 「高嘉瑜、小馬你們贏了」 林秉樞5度道,sc6003pc,12/02,推,這貨真噁,12/02 13:06,no ip,16.0
M.1638416465.A.9AF,[新聞] 高嘉瑜遭家暴登國際版面　南韓媒體報導、,vancepeng,111.71.212.152,推,看好了世界 台灣只示範一次,111.71.212.152 12/02 11:43,Possible Proxy,16.0
M.1638416465.A.9AF,[新聞] 高嘉瑜遭家暴登國際版面　南韓媒體報導、,vancepeng,111.71.212.152,→,阿不過南韓你們 ：）,111.71.212.152 12/02 11:43,Possible Proxy,16.0
M.1638416465.A.9AF,[新聞] 高嘉瑜遭家暴登國際版面　南韓媒體報導、,depo,114.136.209.176,推,有夠丟臉,114.136.209.176 12/02 11:48,Not Anonymous,16.0
M.1638423909.A.F4B,[新聞] 高嘉瑜全身是傷 林秉樞避重就輕：只有打,vancepeng,111.71.212.152,噓,我聽你放屁 浴缸都他媽是血餒,111.71.212.152 12/02 17:42,Possible Proxy,16.0
M.1638425561.A.A62,[轉錄] 高嘉瑜FB,dostey,12/02,推,台灣男生普遍趕不上台灣女生水平!品行個性習性真的爛的1堆,12/02 18:17,no ip,16.0
M.1638425561.A.A62,[轉錄] 高嘉瑜FB,dostey,12/02,→,尤其是台灣男生普遍有大男人 佔有率極高 生活習性又普遍噁,12/02 18:17,no ip,16.0
M.1638498203.A.0AE,[新聞] 高嘉瑜遭施暴 陳時中喊話「暴力零容忍」,llgod,111.71.215.241,推,死八百多人可以容忍,111.71.215.241 12/03 10:33,Not Anonymous,16.0
M.1638500507.A.4A0,[新聞] 高嘉瑜遭暴打…扯出網軍帶風向 何志偉怒,depo,223.137.239.187,推,黨說要關了，大家快點求饒,223.137.239.187 12/03 11:15,Not Anonymous,16.0
M.1638500507.A.4A0,[新聞] 高嘉瑜遭暴打…扯出網軍帶風向 何志偉怒,funkD,111.71.215.124,推,來了來了  目的就是想關Ptt 才能控制輿論,111.71.215.124 12/03 11:20,Not Anonymous,16.0
M.1638500507.A.4A0,[新聞] 高嘉瑜遭暴打…扯出網軍帶風向 何志偉怒,funkD,111.71.215.124,→,當鄉民的還能繼續支持這種黨？ 那還是別當,111.71.215.124 12/03 11:21,Not Anonymous,16.0
M.1638500507.A.4A0,[新聞] 高嘉瑜遭暴打…扯出網軍帶風向 何志偉怒,funkD,111.71.215.124,→,鄉民先退出ptt吧,111.71.215.124 12/03 11:21,Not Anonymous,16.0
M.1638500507.A.4A0,[新聞] 高嘉瑜遭暴打…扯出網軍帶風向 何志偉怒,funkD,111.71.215.124,推,能在ptt上護航關掉ptt的言論 基本上也會是,111.71.215.124 12/03 11:26,Not Anonymous,16.0
M.1638500507.A.4A0,[新聞] 高嘉瑜遭暴打…扯出網軍帶風向 何志偉怒,funkD,111.71.215.124,→,蟑螂或智障了,111.71.215.124 12/03 11:26,Not Anonymous,16.0
M.1638500507.A.4A0,[新聞] 高嘉瑜遭暴打…扯出網軍帶風向 何志偉怒,believefate,111.71.214.67,推,看那些網軍都是誰的人 還敢說關PTT?,111.71.214.67 12/03 11:38,Not Anonymous,16.0
M.1638500507.A.4A0,[新聞] 高嘉瑜遭暴打…扯出網軍帶風向 何志偉怒,llgod,111.71.215.241,→,好大的官威，在當個幾年人民連說話都要審查,111.71.215.241 12/03 11:40,Not Anonymous,16.0
M.1638500507.A.4A0,[新聞] 高嘉瑜遭暴打…扯出網軍帶風向 何志偉怒,llgod,111.71.215.241,→,http://i.imgur.com/IV5z5CD.jpg,111.71.215.241 12/03 11:41,Not Anonymous,16.0
M.1638501149.A.0A1,Re: [新聞] 高嘉瑜遭暴打…扯出網軍帶風向 何志偉怒,ch333,223.140.122.159,推,推1樓,223.140.122.159 12/03 11:53,Not Anonymous,16.0
M.1638503333.A.57E,Re: [新聞] 高嘉瑜遭暴打…扯出網軍帶風向 何志偉怒,ch333,223.140.122.159,→,這是智力測驗結果 請尊重,223.140.122.159 12/03 11:55,Not Anonymous,16.0
M.1638505176.A.55C,Re: [新聞] 高嘉瑜遭暴打…扯出網軍帶風向 何志偉怒,llgod,111.71.215.241,→,http://i.imgur.com/7Cu9XDT.jpg    網軍頭,111.71.215.241 12/03 12:20,Not Anonymous,16.0
M.1638505176.A.55C,Re: [新聞] 高嘉瑜遭暴打…扯出網軍帶風向 何志偉怒,llgod,111.71.215.241,→,不爽了,111.71.215.241 12/03 12:20,Not Anonymous,16.0
M.1638507939.A.9AA,Re: [新聞] 高嘉瑜遭暴打…扯出網軍帶風向 何志偉怒,llgod,111.71.215.241,→,關了就找不到網軍頭操控的證據了，計畫通,111.71.215.241 12/03 13:08,Not Anonymous,16.0
M.1638508034.A.F71,Re: [新聞] 高嘉瑜遭暴打…扯出網軍帶風向 何志偉怒,llgod,111.71.215.241,→,http://i.imgur.com/MCQCkfz.jpg   幹破你娘,111.71.215.241 12/03 13:30,Not Anonymous,16.0
M.1638508034.A.F71,Re: [新聞] 高嘉瑜遭暴打…扯出網軍帶風向 何志偉怒,llgod,111.71.215.241,→,母豬,111.71.215.241 12/03 13:30,Not Anonymous,16.0
M.1638508034.A.F71,Re: [新聞] 高嘉瑜遭暴打…扯出網軍帶風向 何志偉怒,llgod,111.71.215.241,→,甲甲？,111.71.215.241 12/03 13:33,Not Anonymous,16.0
M.1638537308.A.07C,[新聞] 宣明智、詹宏志否認施壓高嘉瑜新聞 馬文,ch333,223.140.122.159,推,小馬好敢,223.140.122.159 12/03 21:30,Not Anonymous,16.0
M.1638540269.A.D06,[新聞] 高嘉瑜事件爆網軍案外案！蘇貞昌下令查辦,agong,111.71.214.66,→,CF的眼睛又飄了,111.71.214.66 12/03 22:13,Not Anonymous,16.0
M.1638541428.A.E0F,Re: [新聞] 綠營人士：網軍玩過頭 高嘉瑜案外案派系,ch333,223.140.122.159,噓,很急喔,223.140.122.159 12/03 22:29,Not Anonymous,16.0
M.1638551725.A.891,[討論] 高嘉瑜跟柯文哲的關係,bokonon,12/04,→,我不知道他們是什麼關係啦 但是看起來打柯文哲的（虛擬）,12/04 02:18,no ip,16.0
M.1638551725.A.891,[討論] 高嘉瑜跟柯文哲的關係,bokonon,12/04,→,跟打高嘉瑜的（實體）是好像是同一批人啊！,12/04 02:18,no ip,16.0
M.1638575348.A.5DE,[新聞] PTT持續帶風向酸高嘉瑜 何志偉怒批「該,vancepeng,111.71.212.177,→,政黑版喔 對啊,111.71.212.177 12/04 08:15,Not Anonymous,16.0
M.1638575348.A.5DE,[新聞] PTT持續帶風向酸高嘉瑜 何志偉怒批「該,vancepeng,111.71.212.177,噓,好欸 一條龍又來了,111.71.212.177 12/04 10:09,Not Anonymous,16.0
M.1638576751.A.2AE,[新聞] 「高嘉瑜私密片流出」連結LINE瘋傳！,vancepeng,111.71.212.200,推,要關line了吧,111.71.212.200 12/04 12:08,Not Anonymous,16.0
M.1638579186.A.36E,Re: [新聞] PTT持續帶風向酸高嘉瑜 何志偉怒批「該關,m4365,114.136.130.118,→,關啊，報社一起關，妓者除了廢文還有什麼,114.136.130.118 12/04 08:59,Not Anonymous,16.0
M.1638587982.A.178,[新聞] 挺高嘉瑜「被害人沒有錯」 范雲籲設專法,llgod,42.77.178.207,噓,http://i.imgur.com/xR4DFU3.jpg,42.77.178.207 12/04 11:21,unknown,16.0
M.1638590870.A.CA3,[新聞] 馬英九：痛恨打高嘉瑜的人、不容許這種,TZUYIC,223.138.117.40,推,昔日總統公開幫甲魚說話，現任總統裝死不,223.138.117.40 12/04 17:19,Not Anonymous,16.0
M.1638590870.A.CA3,[新聞] 馬英九：痛恨打高嘉瑜的人、不容許這種,TZUYIC,223.138.117.40,→,發言，真是人情冷暖！,223.138.117.40 12/04 17:19,Not Anonymous,16.0
M.1638590870.A.CA3,[新聞] 馬英九：痛恨打高嘉瑜的人、不容許這種,TZUYIC,223.138.117.40,→,事發至今，你有看過身為女性的蔡英文公開,223.138.117.40 12/04 17:19,Not Anonymous,16.0
M.1638590870.A.CA3,[新聞] 馬英九：痛恨打高嘉瑜的人、不容許這種,TZUYIC,223.138.117.40,→,出來幫同黨的甲魚說話嗎？反觀敵對陣營...,223.138.117.40 12/04 17:20,Not Anonymous,16.0
M.1638603181.A.91A,[新聞] 高嘉瑜全身血被逼簽自白書！林秉樞錄下「,vancepeng,111.71.212.200,推,刻在你臉上的女權,111.71.212.200 12/04 16:33,Not Anonymous,16.0
M.1638612366.A.0DC,Re: [新聞] 高嘉瑜全身血被逼簽自白書！林秉樞錄下「,ch333,223.140.122.159,推,有病是這樣證實 那世界壞人都有病了,223.140.122.159 12/04 18:07,Not Anonymous,16.0
M.1638612596.A.3B4,Re: [新聞] 高嘉瑜全身血被逼簽自白書！林秉樞錄下「,funkD,111.82.9.234,推,我覺得不無可能啊 他不是還有另一個女友？,111.82.9.234 12/04 20:03,Not Anonymous,16.0
M.1638620081.A.64A,[新聞] 高嘉瑜被打遭質疑是「惡魔的幫兇」 馥都,bokonon,111.71.215.224,噓,小馬說 林跟高說不住不認識老闆的飯店 為,111.71.215.224 12/04 20:27,Not Anonymous,16.0
M.1638620081.A.64A,[新聞] 高嘉瑜被打遭質疑是「惡魔的幫兇」 馥都,bokonon,111.71.215.224,→,什麼林被收押後會放人進他房間收拾東西？,111.71.215.224 12/04 20:27,Not Anonymous,16.0
M.1638620081.A.64A,[新聞] 高嘉瑜被打遭質疑是「惡魔的幫兇」 馥都,bokonon,111.71.215.224,→,老闆是誰啊？,111.71.215.224 12/04 20:27,Not Anonymous,16.0
M.1638623183.A.E4D,Re: [新聞] PTT持續帶風向酸高嘉瑜 何志偉怒批「該關,llgod,223.138.26.90,推,雞排妹跟c92姊還沒出來譴責欸，消失？,223.138.26.90 12/04 21:22,unknown,16.0
M.1638623183.A.E4D,Re: [新聞] PTT持續帶風向酸高嘉瑜 何志偉怒批「該關,llgod,223.138.26.90,→,co2,223.138.26.90 12/04 21:22,unknown,16.0
