article_id,title,user,ip,vote,content,ip_datetime,ip_state,group
M.1638424137.A.7D8,[新聞] 快訊／高嘉瑜遭施暴有還手？律師：林秉嘯,lesnaree2,111.240.176.218,→,律師在現場？,111.240.176.218 12/02 13:49,Not Anonymous,6.0
M.1638424137.A.7D8,[新聞] 快訊／高嘉瑜遭施暴有還手？律師：林秉嘯,s820912gmail,49.216.50.232,推,壓在地上打？,49.216.50.232 12/02 13:49,Not Anonymous,6.0
M.1638425204.A.7C7,Re: [新聞] 高嘉瑜全身是傷 林秉樞避重就輕：只有打,devidevi,203.77.48.47,推,1泡澡，2繼續打，你選哪一個?,203.77.48.47 12/02 14:08,Not Anonymous,6.0
M.1638426693.A.2C7,[新聞] 高嘉瑜私密影像被威脅散布 范雲籲盡速修,lolic,223.137.50.216,→,去跟綠畜講啊,223.137.50.216 12/02 14:35,Not Anonymous,6.0
M.1638447944.A.5CF,[新聞] 還原林秉樞暴怒起因　高嘉瑜：藥袋沒寫,devidevi,203.77.48.47,噓,高嘉瑜是醫生喔，藥袋沒寫不會問醫生,203.77.48.47 12/02 20:50,Not Anonymous,6.0
M.1638453991.A.A3E,[爆卦] 黃揚明:高嘉瑜被打前一天就被網軍恐嚇了,ThisisLongID,1.171.211.190,推,檢調全部抓來看看啊,1.171.211.190 12/03 00:33,Not Anonymous,6.0
M.1638460930.A.479,[新聞] 獨/抓到了!PTT網軍帶風向「高嘉瑜愛拍,lolic,223.137.50.216,噓,講清楚 是民進黨網軍,223.137.50.216 12/03 06:28,Not Anonymous,6.0
M.1638462289.A.7C8,[新聞] 律師學弟力挺高嘉瑜 謝震武喊話渣男,devidevi,203.77.48.47,→,誰會要沒結婚的前女友幫你買嬰兒用品,203.77.48.47 12/03 00:33,Not Anonymous,6.0
M.1638489288.A.B8A,[新聞] 高嘉瑜遭網軍威脅證據！20天前湧「詭異,lolic,223.137.50.216,推,垃圾綠畜側翼死全家,223.137.50.216 12/03 08:22,Not Anonymous,6.0
M.1638489288.A.B8A,[新聞] 高嘉瑜遭網軍威脅證據！20天前湧「詭異,lolic,223.137.50.216,→,逼死一個人還不夠嗎,223.137.50.216 12/03 08:22,Not Anonymous,6.0
M.1638498203.A.0AE,[新聞] 高嘉瑜遭施暴 陳時中喊話「暴力零容忍」,devidevi,203.77.48.47,→,衛福部都有性騷擾業務了,203.77.48.47 12/03 10:26,Not Anonymous,6.0
M.1638498203.A.0AE,[新聞] 高嘉瑜遭施暴 陳時中喊話「暴力零容忍」,lesnaree2,223.136.242.209,推,大可不必,223.136.242.209 12/03 10:27,Not Anonymous,6.0
M.1638500507.A.4A0,[新聞] 高嘉瑜遭暴打…扯出網軍帶風向 何志偉怒,lesnaree2,223.136.242.209,推,？？？,223.136.242.209 12/03 11:03,Not Anonymous,6.0
M.1638500507.A.4A0,[新聞] 高嘉瑜遭暴打…扯出網軍帶風向 何志偉怒,lesnaree2,223.136.242.209,→,民進黨這招太厲害了吧,223.136.242.209 12/03 11:04,Not Anonymous,6.0
M.1638500507.A.4A0,[新聞] 高嘉瑜遭暴打…扯出網軍帶風向 何志偉怒,lesnaree2,223.136.242.209,→,這根本盧溝橋事變嘛,223.136.242.209 12/03 11:04,Not Anonymous,6.0
M.1638500507.A.4A0,[新聞] 高嘉瑜遭暴打…扯出網軍帶風向 何志偉怒,LoveMakeLove,36.226.212.226,推,支持put關站！,36.226.212.226 12/03 11:05,Not Anonymous,6.0
M.1638500507.A.4A0,[新聞] 高嘉瑜遭暴打…扯出網軍帶風向 何志偉怒,LoveMakeLove,36.226.212.226,→,關掉PTT對大家都好。,36.226.212.226 12/03 11:05,Not Anonymous,6.0
M.1638500507.A.4A0,[新聞] 高嘉瑜遭暴打…扯出網軍帶風向 何志偉怒,lesnaree2,223.136.242.209,推,臉書可以封鎖屏蔽啊 DPP最愛,223.136.242.209 12/03 11:10,Not Anonymous,6.0
M.1638500507.A.4A0,[新聞] 高嘉瑜遭暴打…扯出網軍帶風向 何志偉怒,lolic,223.137.50.216,噓,垃圾立委,223.137.50.216 12/03 11:20,Not Anonymous,6.0
M.1638501149.A.0A1,Re: [新聞] 高嘉瑜遭暴打…扯出網軍帶風向 何志偉怒,lesnaree2,223.136.242.209,→,一樓的圖真是諷刺,223.136.242.209 12/03 11:14,Not Anonymous,6.0
M.1638501624.A.FA7,Re: [新聞] 高嘉瑜遭暴打…扯出網軍帶風向 何志偉怒,lesnaree2,223.136.242.209,推,民進黨本來就黑道啊,223.136.242.209 12/03 11:20,Not Anonymous,6.0
M.1638501624.A.FA7,Re: [新聞] 高嘉瑜遭暴打…扯出網軍帶風向 何志偉怒,lesnaree2,223.136.242.209,→,立委都可以當網軍了 人民不行？,223.136.242.209 12/03 11:21,Not Anonymous,6.0
M.1638501769.A.3DA,Re: [新聞] 高嘉瑜遭暴打…扯出網軍帶風向 何志偉怒,lesnaree2,223.136.242.209,→,沒ptt的話 網路一片太平啊,223.136.242.209 12/03 11:24,Not Anonymous,6.0
M.1638501868.A.1D4,Re: [新聞] 高嘉瑜遭暴打…扯出網軍帶風向 何志偉怒,lesnaree2,223.136.242.209,推,計畫通,223.136.242.209 12/03 11:28,Not Anonymous,6.0
M.1638501868.A.1D4,Re: [新聞] 高嘉瑜遭暴打…扯出網軍帶風向 何志偉怒,ThisisLongID,223.136.245.231,推,原來是督割好朋友啊 難怪這麼氣 笑,223.136.245.231 12/03 11:37,Not Anonymous,6.0
M.1638501868.A.1D4,Re: [新聞] 高嘉瑜遭暴打…扯出網軍帶風向 何志偉怒,ThisisLongID,223.136.245.231,→,死,223.136.245.231 12/03 11:37,Not Anonymous,6.0
M.1638502083.A.035,Re: [新聞] 高嘉瑜遭暴打…扯出網軍帶風向 何志偉怒,lesnaree2,223.136.242.209,推,過河拆橋,223.136.242.209 12/03 11:31,Not Anonymous,6.0
M.1638503776.A.110,Re: [新聞] 高嘉瑜遭暴打…扯出網軍帶風向 何志偉怒,lesnaree2,223.136.242.209,→,太陽花真的該關 一堆網軍還有教唆犯罪,223.136.242.209 12/03 11:57,Not Anonymous,6.0
M.1638503776.A.110,Re: [新聞] 高嘉瑜遭暴打…扯出網軍帶風向 何志偉怒,lesnaree2,223.136.242.209,→,的,223.136.242.209 12/03 11:57,Not Anonymous,6.0
M.1638504433.A.F36,Re: [新聞] 高嘉瑜遭暴打…扯出網軍帶風向 何志偉怒,lesnaree2,223.136.242.209,→,蔡英文看到蟑螂應該要開心吧,223.136.242.209 12/03 12:12,Not Anonymous,6.0
M.1638504433.A.F36,Re: [新聞] 高嘉瑜遭暴打…扯出網軍帶風向 何志偉怒,lesnaree2,223.136.242.209,→,都是自己的手下,223.136.242.209 12/03 12:12,Not Anonymous,6.0
M.1638505827.A.94F,Re: [新聞] 高嘉瑜遭暴打…扯出網軍帶風向 何志偉怒,lolic,223.137.50.216,→,垃圾立委,223.137.50.216 12/03 12:47,Not Anonymous,6.0
M.1638506074.A.7D1,Re: [新聞] 高嘉瑜遭暴打…扯出網軍帶風向 何志偉怒,lolic,223.137.50.216,推,按照智障立委邏輯 民進黨先解散吧,223.137.50.216 12/03 12:35,Not Anonymous,6.0
M.1638506147.A.65F,Re: [新聞] 高嘉瑜遭暴打…扯出網軍帶風向 何志偉怒,lolic,223.137.50.216,→,村長快用螺旋丸灌爆白癡屁眼,223.137.50.216 12/03 12:36,Not Anonymous,6.0
M.1638508034.A.F71,Re: [新聞] 高嘉瑜遭暴打…扯出網軍帶風向 何志偉怒,lolic,223.137.50.216,推,智障一個,223.137.50.216 12/03 13:25,Not Anonymous,6.0
M.1638508034.A.F71,Re: [新聞] 高嘉瑜遭暴打…扯出網軍帶風向 何志偉怒,lesnaree2,223.136.242.209,推,這是誰 我不認識啊 我一天拍幾百張照,223.136.242.209 12/03 14:09,Not Anonymous,6.0
M.1638508034.A.F71,Re: [新聞] 高嘉瑜遭暴打…扯出網軍帶風向 何志偉怒,lesnaree2,223.136.242.209,→,啊,223.136.242.209 12/03 14:09,Not Anonymous,6.0
M.1638508652.A.A04,[新聞] PTT持續帶風向酸高嘉瑜 何志偉怒批該關掉,LoveMakeLove,36.226.188.122,推,關掉好！！,36.226.188.122 12/03 13:19,Possibly Anonymous,6.0
M.1638508652.A.A04,[新聞] PTT持續帶風向酸高嘉瑜 何志偉怒批該關掉,lolic,223.137.50.216,噓,智障一個,223.137.50.216 12/03 14:08,Not Anonymous,6.0
M.1638513861.A.893,[新聞] 聲援高嘉瑜！范雲籲立專法 防治侵害性私,s820912gmail,49.216.50.232,推,AV女優表示,49.216.50.232 12/03 14:46,Not Anonymous,6.0
M.1638513861.A.893,[新聞] 聲援高嘉瑜！范雲籲立專法 防治侵害性私,lesnaree2,223.136.242.209,噓,輓聯要不要設置專法？,223.136.242.209 12/03 14:47,Not Anonymous,6.0
M.1638515212.A.0B5,Re: [新聞] 警兩度搜索房間搜出高嘉瑜自白書 送交檢,chengcti,89.187.161.18,噓,人家發新聞 你就是說人家是網軍 真是阿,89.187.161.18 12/03 15:16,Surfshark VPN,6.0
M.1638515212.A.0B5,Re: [新聞] 警兩度搜索房間搜出高嘉瑜自白書 送交檢,chengcti,89.187.161.18,→,凱大反攻,89.187.161.18 12/03 15:16,Surfshark VPN,6.0
M.1638515212.A.0B5,Re: [新聞] 警兩度搜索房間搜出高嘉瑜自白書 送交檢,chengcti,89.187.161.18,→,選舉快到了 阿凱急了,89.187.161.18 12/03 15:16,Surfshark VPN,6.0
M.1638524322.A.B0E,Re: [新聞] PTT持續帶風向酸高嘉瑜 何志偉怒批該關掉,lesnaree2,223.136.242.209,推,像綠營直接外遇墮胎最好了,223.136.242.209 12/03 17:41,Not Anonymous,6.0
M.1638537308.A.07C,[新聞] 宣明智、詹宏志否認施壓高嘉瑜新聞 馬文,devidevi,203.77.48.47,推,小馬真的生氣了，連金主都要得罪,203.77.48.47 12/03 21:34,Not Anonymous,6.0
M.1638537308.A.07C,[新聞] 宣明智、詹宏志否認施壓高嘉瑜新聞 馬文,devidevi,203.77.48.47,推,朝聖這篇,203.77.48.47 12/04 15:08,Not Anonymous,6.0
M.1638537328.A.588,[新聞] 綠營人士：網軍玩過頭 高嘉瑜案外案派系,lesnaree2,111.240.176.218,推,誰給錢的 查出來啊,111.240.176.218 12/03 21:18,Not Anonymous,6.0
M.1638537328.A.588,[新聞] 綠營人士：網軍玩過頭 高嘉瑜案外案派系,LoveMakeLove,36.226.188.122,推,派系鬥爭…好險我屬於地方派系,36.226.188.122 12/03 21:19,Possibly Anonymous,6.0
M.1638537328.A.588,[新聞] 綠營人士：網軍玩過頭 高嘉瑜案外案派系,devidevi,203.77.48.47,→,錢多到網軍可以互打了,203.77.48.47 12/03 21:35,Not Anonymous,6.0
M.1638575348.A.5DE,[新聞] PTT持續帶風向酸高嘉瑜 何志偉怒批「該,LoveMakeLove,114.32.242.194,推,關吧,114.32.242.194 12/04 08:40,Not Anonymous,6.0
M.1638579186.A.F5B,[新聞] 快新聞／高嘉瑜事件扯出「藍白有網軍」 ,cowardlyman,12/04,噓,嘻嘻~綠網軍有錢到可以月租飯店套房,12/04 15:37,no ip,6.0
M.1638587982.A.178,[新聞] 挺高嘉瑜「被害人沒有錯」 范雲籲設專法,lolic,223.137.50.216,噓,垃圾立委先去死,223.137.50.216 12/04 11:22,Not Anonymous,6.0
M.1638587982.A.178,[新聞] 挺高嘉瑜「被害人沒有錯」 范雲籲設專法,devidevi,203.77.48.47,噓,應該要設專法禁止加入民進黨吧,203.77.48.47 12/04 11:26,Not Anonymous,6.0
M.1638587982.A.178,[新聞] 挺高嘉瑜「被害人沒有錯」 范雲籲設專法,giggstw,1.200.105.150,噓,先把我失去的3個月還來，幹！破麻,1.200.105.150 12/04 12:25,Not Anonymous,6.0
M.1638590870.A.CA3,[新聞] 馬英九：痛恨打高嘉瑜的人、不容許這種,xuein,49.158.193.77,推,這次要支持馬馬～,49.158.193.77 12/04 12:19,Not Anonymous,6.0
M.1638603533.A.E2D,[新聞] 高嘉瑜流血簽自白書 馬文鈺爆影片內容,lesnaree2,1.169.127.78,推,真是變態,1.169.127.78 12/04 15:40,unknown,6.0
M.1638615291.A.A2D,[新聞] 高嘉瑜遭暴打！被馬文鈺痛斥「惡魔的幫兇,s820912gmail,49.216.50.232,推,還可以放人進去收拾,49.216.50.232 12/04 18:55,Not Anonymous,6.0
M.1638615291.A.A2D,[新聞] 高嘉瑜遭暴打！被馬文鈺痛斥「惡魔的幫兇,devidevi,203.77.48.47,噓,最後面看不懂，付錢就能進入??,203.77.48.47 12/04 18:59,Not Anonymous,6.0
M.1638617645.A.2A8,Re: [新聞] 高嘉瑜全身血被逼簽自白書！林秉樞錄下「,maniaque,1.200.189.8,推,"請參考阿扁案,他女兒講過的那句話...",1.200.189.8 12/04 19:37,Not Anonymous,6.0
M.1638617645.A.2A8,Re: [新聞] 高嘉瑜全身血被逼簽自白書！林秉樞錄下「,maniaque,1.200.189.8,→,[民進黨誰沒有拿我爸的錢??],1.200.189.8 12/04 19:38,Not Anonymous,6.0
M.1638617645.A.2A8,Re: [新聞] 高嘉瑜全身血被逼簽自白書！林秉樞錄下「,maniaque,1.200.189.8,→,"林男手上有的東西,絕對是當初利用他來",1.200.189.8 12/04 19:38,Not Anonymous,6.0
M.1638617645.A.2A8,Re: [新聞] 高嘉瑜全身血被逼簽自白書！林秉樞錄下「,maniaque,1.200.189.8,→,打擊對手的政黨高層投鼠忌器的,1.200.189.8 12/04 19:39,Not Anonymous,6.0
M.1638617645.A.2A8,Re: [新聞] 高嘉瑜全身血被逼簽自白書！林秉樞錄下「,maniaque,1.200.189.8,→,"他很會攀關係,又如何? 阿不就是有人哈",1.200.189.8 12/04 19:39,Not Anonymous,6.0
M.1638617645.A.2A8,Re: [新聞] 高嘉瑜全身血被逼簽自白書！林秉樞錄下「,maniaque,1.200.189.8,→,希望想藉由他的關係搭上更高層?,1.200.189.8 12/04 19:40,Not Anonymous,6.0
M.1638617645.A.2A8,Re: [新聞] 高嘉瑜全身血被逼簽自白書！林秉樞錄下「,maniaque,1.200.189.8,→,才這樣子被利用???,1.200.189.8 12/04 19:40,Not Anonymous,6.0
